boardid,sprintid,name,vel_diff,planday,no_issue_starttime,vel_starttime,no_issue_added,vel_added,no_issue_removed,vel_removed,no_issuetodo,vel_todo,no_issueinprogress,vel_inprogress,no_issuedone,vel_done,no_admin,no_teammember
1,8,Q2'14 Sprint 1,0,9,0,0,2,2,2,2,0,0,0,0,0,0,3,1
1,12,Q2'14 Sprint 2,3,13,0,0,0,0,0,0,0,0,0,0,0,0,3,2
1,13,Q2 Sprint 3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1,20,Q2 Sprint 4,0,12,3,3,1,1,4,4,0,0,0,0,0,0,3,1
1,24,Q3 Sprint 1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1,25,Q3 Sprint 2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,2
1,30,Q3 Sprint 3,-8,11,1,8,0,0,0,0,1,8,0,0,0,0,3,2
1,31,Q3 Sprint 4,-9,11,2,9,0,0,0,0,2,9,0,0,0,0,3,3
1,36,Mesos Q3 Sprint 5,0,14,0,0,2,2,2,2,0,0,0,0,0,0,3,6
1,38,Mesos Q3 Sprint 6,-3,14,1,3,0,0,0,0,1,3,0,0,0,0,3,3
1,43,Twitter Q4 Sprint 1,-14,14,5,14,0,0,0,0,4,11,1,3,0,0,3,4
1,45,Mesosphere Q4 Sprint 1 10/31,-4,12,4,5,5,14,6,15,3,4,0,0,0,0,3,7
1,47,Mesosphere Q4 Sprint 2 - 11/14,-5,10,4,5,0,0,0,0,4,5,0,0,0,0,3,4
1,49,Twitter Mesos Q4 Sprint 2,-13,14,6,15,0,0,1,2,2,6,3,7,0,0,3,4
1,51,Twitter Mesos Q4 Sprint 3,0,14,0,0,2,6,2,6,0,0,0,0,0,0,3,3
1,55,Mesosphere Q4 Sprint 3 - 12/7,-7,18,5,10,0,0,0,0,3,4,2,6,0,0,3,4
1,56,Twitter Mesos Q4 Sprint 4,-3,14,1,3,0,0,0,0,0,0,1,3,0,0,3,2
1,57,Twitter Mesos Q4 Sprint 5,-3,14,1,3,0,0,0,0,1,3,0,0,0,0,3,2
1,63,Twitter Mesos Q4 Sprint 6,-3,14,1,3,0,0,0,0,0,0,1,3,0,0,3,2
1,69,Mesosphere Q1 Sprint 1 - 1/23,-31,8,8,31,0,0,0,0,7,30,1,1,0,0,3,5
1,74,Mesosphere Q1 Sprint 2 - 2/6,-38,14,8,37,1,1,0,0,8,37,1,1,0,0,3,6
1,75,Mesosphere Q1 Sprint 3 - 2/20,-36,14,8,37,0,0,0,0,8,37,0,0,0,0,3,6
1,80,Twitter Mesos Q1 Sprint 2,-8,14,1,8,0,0,0,0,0,0,1,8,0,0,3,1
1,81,Mesosphere Q1 Sprint 4 - 3/6,-36,14,7,36,0,0,0,0,7,36,0,0,0,0,3,5
1,87,Twitter Mesos Q1 Sprint 3,-2,13,1,8,1,2,1,8,1,2,0,0,0,0,3,2
1,93,Twitter Mesos Q1 Sprint 4,-5,14,1,5,0,0,0,0,0,0,1,5,0,0,3,1
1,95,Mesosphere Q1 Sprint 5 - 3/20,-40,11,7,37,2,3,0,0,8,39,1,1,0,0,3,5
1,99,Twitter Mesos Q1 Sprint 5,-5,14,0,0,2,7,0,0,0,0,2,7,0,0,3,2
1,102,Mesosphere Q1 Sprint 6 - 4/3,-40,14,9,40,1,1,1,1,8,39,1,1,0,0,3,7
1,104,Twitter Mesos Q1 Sprint 6,-10,7,2,10,0,0,0,0,2,10,0,0,0,0,3,2
1,106,Mesosphere Q1 Sprint 7 - 4/17,-42,14,10,41,1,1,0,0,9,39,2,3,0,0,3,8
1,108,Mesosphere Q2 Sprint 8 - 5/1,-42,14,11,42,0,0,0,0,9,39,2,3,0,0,3,9
1,113,Twitter Q2 Sprint 1 - 4/13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1,115,Mesosphere Q1 Sprint 9 - 5/15,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,9
1,118,Twitter Q2 Sprint 2,-5,14,2,6,0,0,1,1,1,5,0,0,0,0,3,1
1,128,Twitter Q2 Sprint 3 - 5/11,-5,14,0,0,2,6,1,1,0,0,1,1,0,0,3,1
1,130,Mesosphere Sprint 10,-17,10,5,17,0,0,0,0,4,14,0,0,1,3,3,9
1,132,Twitter Q2 Sprint 3,-10,13,0,0,3,13,1,3,2,10,0,0,0,0,3,4
1,134,Mesosphere Sprint 11,-64,13,0,0,14,64,0,0,13,59,1,5,0,0,3,9
1,141,Twitter Mesos Q2 Sprint 5,-19,14,4,16,1,3,0,0,5,19,0,0,0,0,3,4
1,142,Mesosphere Sprint 12,0,14,0,0,12,37,12,37,0,0,0,0,0,0,3,9
1,143,Mesosphere Sprint 13,35,14,1,8,9,39,4,24,6,23,0,0,0,0,3,15
1,150,Twitter Mesos Q2 Sprint 6,-33,14,8,33,6,18,0,0,2,7,9,38,3,6,3,9
1,154,Mesosphere Sprint 14,20,14,0,0,19,89,13,77,6,12,0,0,0,0,3,18
1,155,Twitter Mesos Q3 Sprint 1,-21,14,12,49,2,9,0,0,3,15,6,28,5,15,3,6
14,1,Usergrid 0,0,14,2,4,0,0,2,4,0,0,0,0,0,0,1,1
18,2,Sprint #3 9/9 - 10/1,0,21,1,2,0,0,0,0,1,2,0,0,0,0,5,2
18,3,Sprint #4 10/2 - 10/16,-6,13,7,14,1,2,0,0,7,14,0,0,1,2,5,3
18,29,Scrumban #1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,3
18,34,Scrumban #2,-6,14,0,0,5,10,2,4,3,6,0,0,0,0,5,4
18,37,Scrumban #3,-4,14,4,8,0,0,0,0,4,8,0,0,0,0,5,4
18,44,Scrumban #4,-2,14,0,0,2,4,0,0,2,4,0,0,0,0,5,1
23,1,Usergrid 0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,9,1
23,60,Usergrid 1,-20,14,11,28,3,6,0,0,7,20,0,0,7,14,9,6
23,61,Usergrid 2,-40,14,9,24,9,18,0,0,8,22,5,10,5,10,9,5
23,64,Usergrid 3,-40,14,18,42,2,4,0,0,12,30,1,2,7,14,9,5
23,70,Usergrid 4,-58,14,28,66,0,0,0,0,20,50,1,2,7,14,9,6
23,71,Usergrid 5,-50,14,24,58,0,0,0,0,20,50,0,0,4,8,9,6
23,78,Usergrid 6,-66,8,25,61,2,11,0,0,24,64,1,2,2,6,9,6
23,79,Usergrid 7,-81,14,28,75,2,8,0,0,15,42,1,3,14,38,9,6
23,82,Usergrid 8,3,14,30,83,9,31,11,35,3,6,5,15,20,58,9,6
23,83,Usergrid 9,-12,6,13,36,2,6,1,3,12,33,1,3,1,3,9,6
23,97,Usergrid 10,-19,7,5,18,13,36,2,10,3,6,3,13,10,25,9,5
23,98,Usergrid 11,-26,14,9,27,15,44,4,9,20,62,0,0,0,0,9,6
23,103,Usergrid 12,-6,14,15,44,3,4,12,27,6,21,0,0,0,0,9,5
23,107,Usergrid 13,-1,14,15,33,6,19,5,21,16,31,0,0,0,0,9,7
23,109,Usergrid 14,-23,14,21,48,1,5,2,6,11,26,2,8,7,13,9,6
23,114,Usergrid 15,-9,7,14,29,2,8,0,0,9,22,1,5,6,10,9,5
23,123,Usergrid 16,-4,14,13,23,3,8,9,17,7,14,0,0,0,0,9,5
23,124,Usergrid 17,-17,7,23,46,2,6,1,3,7,13,2,4,15,32,9,4
23,125,Usergrid 18,-27,14,18,36,2,4,0,0,10,16,1,3,9,21,9,6
23,126,Usergrid 19,-37,14,22,48,6,8,2,7,10,21,2,4,14,24,9,6
23,129,Usergrid 20,-4,6,23,43,8,19,2,7,5,16,0,0,24,39,9,6
23,133,Usergrid 21,-21,14,13,35,11,29,4,13,20,51,0,0,0,0,9,6
23,138,Usergrid 22,-46,7,24,69,7,17,1,3,20,56,4,11,6,16,9,7
23,140,Usergrid 23,-10,14,14,33,4,11,0,0,3,9,2,5,13,30,9,7
23,146,Usergrid 24,-23,14,14,38,2,4,0,0,9,23,1,3,6,16,9,5
23,152,Usergrid 25,-33,7,20,57,0,0,0,0,14,37,2,13,4,7,9,8
35,8,Q2'14 Sprint 1,5,9,1,1,19,35,11,27,9,9,0,0,0,0,2,5
35,12,Q2'14 Sprint 2,-20,13,17,38,6,6,0,0,5,19,8,14,10,11,2,5
35,13,Q2 Sprint 3,-20,12,21,52,7,7,2,2,14,31,6,20,6,6,2,5
35,20,Q2 Sprint 4,8,12,14,27,13,13,5,12,1,3,4,4,17,21,2,7
35,22,Q2 Sprint 5,3,4,9,9,1,1,0,0,3,3,1,1,6,6,2,5
35,24,Q3 Sprint 1,-8,9,6,13,5,5,0,0,0,0,5,7,6,6,2,5
35,25,Q3 Sprint 2,9,9,7,19,1,1,0,0,1,6,4,7,3,7,2,3
35,26,Aurora Q3 Sprint 2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,1
35,30,Q3 Sprint 3,-15,11,6,23,3,5,0,0,2,11,2,7,5,10,2,4
35,31,Q3 Sprint 4,-14,11,9,26,3,5,0,0,4,15,2,4,6,12,2,7
35,36,Mesos Q3 Sprint 5,14,14,0,0,7,11,2,2,5,9,0,0,0,0,2,5
35,38,Mesos Q3 Sprint 6,-29,14,10,41,2,2,0,0,1,19,5,15,6,9,2,7
35,43,Twitter Q4 Sprint 1,-22,14,14,45,2,4,0,0,4,9,7,29,5,11,2,6
35,45,Mesosphere Q4 Sprint 1 10/31,0,12,0,0,10,30,10,30,0,0,0,0,0,0,2,4
35,47,Mesosphere Q4 Sprint 2 - 11/14,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,1
35,49,Twitter Mesos Q4 Sprint 2,-22,14,15,40,6,14,0,0,3,7,7,25,11,22,2,6
35,51,Twitter Mesos Q4 Sprint 3,22,14,3,15,6,13,2,6,7,22,0,0,0,0,2,6
35,56,Twitter Mesos Q4 Sprint 4,-23,14,12,56,3,7,2,11,0,0,5,21,8,29,2,5
35,57,Twitter Mesos Q4 Sprint 5,-36,14,7,37,2,8,0,0,4,28,3,13,2,4,2,6
35,63,Twitter Mesos Q4 Sprint 6,-24,14,6,32,0,0,0,0,4,21,1,3,1,8,2,5
35,72,Twitter Mesos Q1 Sprint 1,-19,14,11,41,2,3,0,0,4,22,4,12,5,10,2,6
35,80,Twitter Mesos Q1 Sprint 2,-40,14,10,42,5,28,0,0,2,17,5,26,8,27,2,7
35,81,Mesosphere Q1 Sprint 4 - 3/6,0,14,0,0,1,1,0,0,0,0,0,0,1,1,2,2
35,87,Twitter Mesos Q1 Sprint 3,-19,13,10,49,5,8,1,8,2,15,4,12,8,22,2,8
35,93,Twitter Mesos Q1 Sprint 4,-28,14,8,41,9,18,0,0,4,15,7,36,6,8,2,8
35,99,Twitter Mesos Q1 Sprint 5,1,14,0,0,7,28,2,11,5,17,0,0,0,0,2,6
35,102,Mesosphere Q1 Sprint 6 - 4/3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,1
35,104,Twitter Mesos Q1 Sprint 6,-18,7,8,38,3,8,0,0,3,20,2,5,6,21,2,6
35,106,Mesosphere Q1 Sprint 7 - 4/17,-1,14,0,0,1,1,0,0,0,0,1,1,0,0,2,2
35,108,Mesosphere Q2 Sprint 8 - 5/1,-1,14,1,1,0,0,0,0,1,1,0,0,0,0,2,2
35,113,Twitter Q2 Sprint 1 - 4/13,16,14,0,0,2,6,0,0,2,6,0,0,0,0,2,5
35,115,Mesosphere Q1 Sprint 9 - 5/15,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,2
35,118,Twitter Q2 Sprint 2,-24,14,5,17,4,15,1,1,2,15,5,15,1,1,2,4
35,128,Twitter Q2 Sprint 3 - 5/11,22,14,0,0,5,18,1,1,4,17,0,0,0,0,2,4
35,132,Twitter Q2 Sprint 3,13,13,0,0,8,30,2,6,6,24,0,0,0,0,2,6
35,141,Twitter Mesos Q2 Sprint 5,-7,14,12,43,5,10,0,0,17,53,0,0,0,0,2,7
35,142,Mesosphere Sprint 12,0,14,0,0,1,3,1,3,0,0,0,0,0,0,2,1
35,143,Mesosphere Sprint 13,0,14,0,0,1,8,1,8,0,0,0,0,0,0,2,2
35,150,Twitter Mesos Q2 Sprint 6,-18,14,10,30,6,18,0,0,4,13,6,24,6,11,2,7
35,154,Mesosphere Sprint 14,0,14,0,0,2,26,2,26,0,0,0,0,0,0,2,1
35,155,Twitter Mesos Q3 Sprint 1,-23,14,12,51,2,9,0,0,4,20,5,25,5,15,2,6
37,7,Q2 Sprint 1,-8,4,16,18,2,2,1,3,3,3,5,5,9,9,2,6
37,11,Q2 Sprint 2,12,4,2,2,3,3,2,2,3,3,0,0,0,0,2,6
37,13,Q2 Sprint 3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,1
37,15,Q2 Sprint 3,19,4,0,0,4,4,0,0,4,4,0,0,0,0,2,4
37,23,Q3 Sprint 1,-6,4,9,9,0,0,0,0,9,9,0,0,0,0,2,2
37,26,Aurora Q3 Sprint 2,4,11,21,21,4,4,0,0,15,15,2,2,8,8,2,8
37,39,Aurora Q3 Sprint 3,-7,10,16,16,3,3,0,0,9,9,4,4,6,6,2,7
37,42,Aurora Q4 Sprint 1,3,11,24,24,8,8,2,2,6,6,10,10,14,14,2,10
37,46,Twitter Aurora Q4 Sprint 2,-6,11,15,15,8,8,0,0,23,23,0,0,0,0,2,9
37,52,Twitter Aurora Q4 Sprint 3,-3,10,23,23,3,3,0,0,10,10,5,5,11,11,2,8
37,53,Twitter Aurora Q4 Sprint 4,0,9,8,8,2,2,0,0,1,1,3,3,6,6,2,4
37,56,Twitter Mesos Q4 Sprint 4,0,14,0,0,2,2,2,2,0,0,0,0,0,0,2,1
37,59,Twitter Aurora Q4 Sprint 5,-11,12,9,16,14,14,2,2,5,12,6,6,10,10,2,8
37,62,Twitter Aurora Q4 Sprint 6,-3,5,8,8,1,1,0,0,7,7,2,2,0,0,2,6
37,73,Twitter Aurora Q1'15 Sprint 1,-30,11,11,33,5,5,1,1,7,24,5,10,3,3,2,4
37,76,Twitter Aurora Q1'15 Sprint 2,-23,13,14,43,3,16,0,0,8,24,5,19,4,16,2,7
37,85,Twitter Aurora Q1'15 Sprint 3,-21,12,16,58,3,6,1,1,7,24,4,16,7,23,2,4
37,92,Twitter Aurora Q1'15 Sprint 4,-11,14,13,44,3,3,0,0,4,10,4,14,8,23,2,4
37,100,Twitter Aurora Q1'15 Sprint 5,-37,14,10,30,4,22,0,0,6,19,3,23,5,10,2,4
37,105,Twitter Aurora Q1'15 Sprint 6,-5,13,6,24,0,0,0,0,4,14,0,0,2,10,2,3
37,112,Twitter Aurora Q2'15 Sprint 1,-5,14,5,12,0,0,0,0,5,12,0,0,0,0,2,3
37,117,Twitter Aurora Q2'15 Sprint 2,3,14,4,10,12,24,0,0,1,3,4,13,11,18,2,4
37,127,Twitter Aurora Q2'15 Sprint 3,0,14,7,18,3,7,0,0,1,1,3,11,6,13,2,5
37,131,Twitter Aurora Q2'15 Sprint 4,0,13,4,13,0,0,0,0,1,5,0,0,3,8,2,2
37,139,Twitter Aurora Q2'15 Sprint 5,5,14,0,0,4,13,0,0,4,13,0,0,0,0,2,2
37,151,Twitter Aurora Q2'15 Sprint 6,-2,14,4,13,6,13,0,0,1,1,5,11,4,14,2,4
37,156,Twitter Aurora Q2'15 Sprint 7,-3,14,4,12,7,19,0,0,1,2,3,13,7,16,2,3
38,7,Q2 Sprint 1,-12,4,12,14,2,2,2,4,0,0,4,4,8,8,1,6
38,11,Q2 Sprint 2,1,4,1,1,3,3,3,3,1,1,0,0,0,0,1,4
38,26,Aurora Q3 Sprint 2,-8,11,8,8,4,4,3,3,0,0,2,2,7,7,1,7
38,42,Aurora Q4 Sprint 1,-4,11,10,10,9,9,6,6,13,13,0,0,0,0,1,10
38,46,Twitter Aurora Q4 Sprint 2,-14,11,13,13,7,7,3,3,17,17,0,0,0,0,1,8
38,52,Twitter Aurora Q4 Sprint 3,-13,10,16,16,3,3,3,3,2,2,5,5,9,9,1,7
38,53,Twitter Aurora Q4 Sprint 4,-6,9,4,4,2,2,0,0,0,0,3,3,3,3,1,4
38,59,Twitter Aurora Q4 Sprint 5,-6,12,4,4,14,14,9,9,9,9,0,0,0,0,1,8
38,62,Twitter Aurora Q4 Sprint 6,-2,5,2,2,1,1,1,1,1,1,1,1,0,0,1,1
38,73,Twitter Aurora Q1'15 Sprint 1,-26,11,10,32,4,4,2,2,4,21,5,10,3,3,1,4
38,76,Twitter Aurora Q1'15 Sprint 2,-11,13,4,11,3,16,3,16,4,11,0,0,0,0,1,5
38,85,Twitter Aurora Q1'15 Sprint 3,-20,12,9,26,3,6,3,6,3,12,3,8,3,6,1,5
38,92,Twitter Aurora Q1'15 Sprint 4,-18,14,8,24,3,3,3,3,8,24,0,0,0,0,1,4
38,100,Twitter Aurora Q1'15 Sprint 5,-19,14,7,19,4,22,4,22,0,0,3,23,4,8,1,5
38,105,Twitter Aurora Q1'15 Sprint 6,-1,13,1,1,0,0,0,0,1,1,0,0,0,0,1,1
38,112,Twitter Aurora Q2'15 Sprint 1,-5,14,5,8,0,0,0,0,5,8,0,0,0,0,1,4
38,117,Twitter Aurora Q2'15 Sprint 2,-11,14,4,9,12,24,9,17,7,16,0,0,0,0,1,5
38,127,Twitter Aurora Q2'15 Sprint 3,-13,14,5,16,3,7,4,9,4,14,0,0,0,0,1,5
38,131,Twitter Aurora Q2'15 Sprint 4,-7,13,3,7,0,0,0,0,1,1,0,0,2,6,1,3
38,151,Twitter Aurora Q2'15 Sprint 6,-9,14,2,7,6,13,5,11,3,9,0,0,0,0,1,4
41,9,slider may 1,0,14,3,3,1,1,0,0,2,2,0,0,2,2,1,3
41,14,slider may 2,-3,14,6,6,1,1,0,0,6,6,0,0,1,1,1,4
41,16,slider June 1,-8,14,9,9,0,0,0,0,8,8,0,0,1,1,1,4
41,17,slider June 2,-1,14,15,15,4,4,4,4,9,9,2,2,4,4,1,3
41,21,Slider July #1,-12,14,24,24,3,3,1,1,18,18,2,2,6,6,1,3
41,27,Slider August #1,-6,14,28,28,1,1,2,2,13,13,2,2,12,12,1,5
41,28,Slider August #2,-6,13,45,45,1,1,13,13,12,12,0,0,21,21,1,6
41,32,Slider September #1,-10,11,31,31,1,1,0,0,27,27,0,0,5,5,1,5
41,33,Slider October #1,-2,14,32,32,1,1,1,1,22,22,0,0,10,10,1,6
41,40,Slider October #2,17,14,59,59,10,10,7,7,32,32,4,4,26,26,1,9
41,41,Slider November #1,0,14,13,13,12,12,7,7,4,4,1,1,13,13,1,5
