boardid,sprintid,name,vel_diff,planday,no_issue_starttime,vel_starttime,no_issue_added,vel_added,no_issue_removed,vel_removed,no_issuetodo,vel_todo,no_issueinprogress,vel_inprogress,no_issuedone,vel_done,no_admin,no_teammember
5,7,Sprint 1,-7,14,4,17,0,0,0,0,2,7,0,0,2,10,1,1
5,12,Babbage - RC1 - Stage One,16,10,1,4,11,44,7,28,5,20,0,0,0,0,1,2
5,14,Babbage - RC1 - Stage Two,12,21,5,20,25,100,0,0,6,24,3,12,21,84,1,2
5,17,The Road To SpringOne,20,30,23,92,9,36,2,8,4,16,0,0,26,104,1,3
5,22,SpringOne Aftermath,48,21,0,0,24,96,0,0,9,36,1,4,14,56,1,2
5,23,The Road to Codd M1,100,18,13,52,30,120,0,0,19,76,5,20,19,76,1,4
5,26,Sprint 2,-13,14,1,13,0,0,0,0,1,13,0,0,0,0,1,1
5,27,Codd M1,-28,49,26,104,37,148,6,24,9,36,7,28,41,164,1,3
5,30,42 - 2014 Kickoff,0,14,45,180,26,104,1,4,30,120,9,36,31,124,1,5
5,33,Sprint 3,0,7,3,9,0,0,0,0,2,6,1,3,0,0,1,3
5,34,43 - Babbage SR3,64,15,30,120,20,80,3,12,6,24,8,32,33,132,1,5
5,36,Sprint 4,-8,10,6,26,3,7,0,0,1,8,1,3,7,22,1,3
5,37,44 - Codd GA,-12,21,11,44,86,344,1,4,23,92,11,44,62,248,1,5
5,38,Sprint 5,4,6,8,35,2,16,1,8,2,10,1,8,6,25,1,3
5,40,45 - Dijkstra M1,57,10,0,0,51,204,1,4,17,68,10,40,23,92,1,3
5,42,46 - Codd SR2,-36,16,33,132,4,16,0,0,17,68,18,72,2,8,1,3
5,44,47 - Dijkstra RC1,61,11,0,0,33,132,0,0,18,72,9,36,6,24,1,3
5,48,48 - Dijkstra GA,198,14,19,76,20,80,1,4,23,92,8,32,7,28,1,4
5,52,49 - Dijkstra SR1,25,8,35,140,5,20,2,8,27,108,4,16,7,28,1,4
5,53,50 - Evans M1,12,17,31,124,18,69,0,0,49,193,0,0,0,0,1,4
5,55,51 - Dijkstra SR2,-7,10,40,160,12,48,0,0,18,72,13,52,21,84,1,4
5,56,52 - Evans RC1,58,11,34,136,5,20,1,4,24,96,12,48,2,8,1,4
5,61,52 - Evans GA,198,16,3,12,11,44,0,0,14,56,0,0,0,0,1,4
5,63,53 - Evans SR1,158,25,0,0,15,60,0,0,4,16,8,32,3,12,1,5
5,69,54 - Fowler M1,161,11,28,112,14,56,0,0,13,52,19,76,10,40,1,5
5,71,55 - Evans SR2,309,14,27,108,7,28,0,0,15,60,4,16,15,60,1,5
5,76,56 - Fowler RC1,43,15,42,168,15,60,1,4,38,152,6,24,12,48,1,4
5,81,56 - Fowler GA,-15,14,40,160,5,20,3,12,26,104,7,28,9,36,1,4
5,84,57 - Fowler Aftermath,101,17,50,200,15,60,0,0,35,140,15,60,15,60,1,5
5,89,58 - Gosling M1,-135,14,70,280,2,8,0,0,58,232,8,32,6,24,1,4
5,91,59 - Evans / Fowler SR,-14,14,65,260,10,40,0,0,54,216,11,44,10,40,1,6
5,93,Gosling RC1,-7,14,70,280,6,24,0,0,60,240,2,8,14,56,1,4
6,1,Sprint 1,3,14,2,4,13,27,6,16,6,11,3,4,0,0,1,5
6,3,Sprint 2,0,4,10,31,8,14,8,33,10,12,0,0,0,0,1,4
6,4,Sprint 3,0,5,17,86,2,4,4,18,1,7,6,38,8,27,1,8
6,5,Sprint 4,9,4,21,55,4,6,7,17,10,26,3,7,5,11,1,5
6,6,Sprint 5,-36,6,25,63,9,33,1,1,3,14,7,26,23,55,1,10
6,8,Sprint 6,33,9,20,77,23,52,1,5,1,12,3,16,38,96,1,10
6,9,Sprint 7,1,3,10,24,5,29,3,11,2,0,4,26,6,16,1,5
6,10,Sprint 8,-20,3,18,91,7,21,1,4,0,0,13,73,11,34,1,8
6,11,Sprint 9,-33,4,30,88,108,430,102,436,14,22,8,18,14,42,1,11
6,13,Sprint 10,-13,4,30,59,8,17,1,1,14,23,9,20,14,32,1,9
6,15,Sprint 11,4,3,11,31,24,66,6,30,4,-4,11,44,14,27,1,10
6,16,Sprint 12,177,9,34,112,9,30,10,30,5,24,10,32,18,56,1,10
6,18,Sprint 13,4,8,7,23,13,38,4,16,16,45,0,0,0,0,1,9
6,19,Sprint 14,16,9,24,123,5,16,5,24,4,40,12,51,8,24,1,7
6,20,Sprint 15,27,7,14,72,9,33,4,22,1,10,13,65,5,8,1,6
6,21,Sprint 16,38,22,19,88,14,41,3,27,0,0,12,69,18,45,1,8
6,24,Sprint 17,-26,7,16,121,1,3,0,0,13,107,3,9,1,8,1,6
6,25,Sprint 18,65,20,24,159,16,55,8,63,32,151,0,0,0,0,1,10
6,28,Sprint 19,6,21,43,186,28,132,14,102,7,-10,16,118,34,108,1,11
6,29,Sprint 20,41,28,7,37,23,54,4,13,1,3,9,25,16,54,1,10
6,31,Sprint 21,196,27,4,16,23,93,2,8,25,101,0,0,0,0,1,8
6,35,Sprint 22,57,20,15,68,19,69,6,24,28,113,0,0,0,0,1,7
6,39,Sprint 23,5,14,12,57,15,79,5,32,8,20,6,41,8,43,1,6
6,41,Sprint 24,53,16,16,92,23,96,4,14,35,174,0,0,0,0,1,11
6,43,Sprint 25,126,12,15,63,17,44,6,22,26,85,0,0,0,0,1,11
6,45,Sprint 26,-67,13,18,104,43,171,17,125,17,86,11,31,16,33,1,12
6,47,Sprint 27,73,21,67,336,4,12,17,100,9,69,12,55,33,124,1,15
6,49,Sprint 28,37,9,19,85,6,11,6,25,4,33,8,19,7,19,1,10
6,50,Sprint 29,-6,8,19,70,3,13,0,0,12,39,5,24,5,20,1,8
6,51,Sprint 30,22,19,12,65,35,156,0,0,8,47,10,62,29,112,1,14
6,54,Sprint 31,90,17,26,105,10,21,4,12,32,114,0,0,0,0,1,13
6,57,Sprint 32,29,8,40,110,12,28,3,16,49,122,0,0,0,0,1,11
6,60,Sprint 33,0,20,13,89,2,5,6,30,1,8,7,63,1,2,1,10
6,62,Sprint 34,-14,23,15,70,0,0,1,8,12,57,2,5,0,0,1,6
6,64,Sprint 35,-5,8,11,27,1,5,0,0,12,32,0,0,0,0,1,6
6,65,Sprint 36,-22,10,29,119,1,5,2,13,14,59,8,23,6,29,1,10
6,66,Sprint 37,1,11,34,131,3,17,4,17,10,45,9,52,14,34,1,11
6,67,Sprint 38,25,14,36,185,11,29,3,15,12,84,12,55,20,60,1,10
6,68,Sprint 39,-16,15,27,125,4,10,8,35,11,55,6,25,6,20,1,7
6,70,Sprint 40,17,14,33,144,8,25,6,34,12,37,13,64,10,34,1,11
6,72,Sprint 41,54,23,28,108,18,67,14,57,32,118,0,0,0,0,1,11
6,73,Sprint 42,25,7,21,64,4,19,6,23,3,16,8,28,8,16,1,8
6,74,Sprint 43,-40,9,12,63,0,0,4,9,7,51,1,3,0,0,1,5
6,77,Sprint 44,21,11,24,112,7,24,6,29,25,107,0,0,0,0,1,12
6,78,Sprint 45,-9,11,20,114,6,18,7,33,5,31,8,46,6,22,1,12
6,79,Sprint 46,-6,11,23,107,10,33,9,56,24,84,0,0,0,0,1,12
6,80,Sprint 47,21,18,20,88,10,35,6,23,5,23,10,49,9,28,1,12
6,82,Sprint 48,-38,11,29,136,17,47,16,65,1,15,17,70,12,33,1,12
6,83,Sprint 49,56,11,31,119,12,31,5,22,1,2,7,33,30,93,1,13
6,85,Sprint 50,12,13,22,94,18,37,7,29,33,102,0,0,0,0,1,13
6,86,Sprint 51,-29,13,27,95,5,10,3,6,4,34,8,34,17,31,1,13
6,87,Sprint 52,-2,14,14,84,2,4,4,21,2,13,7,44,3,10,1,9
6,88,Sprint 53,27,12,20,88,8,18,6,31,22,75,0,0,0,0,1,14
6,90,Sprint 54,47,13,16,62,3,18,11,53,8,27,0,0,0,0,1,10
9,12,Babbage - RC1 - Stage One,16,10,1,4,11,44,7,28,5,20,0,0,0,0,1,2
9,14,Babbage - RC1 - Stage Two,20,21,2,8,27,108,1,4,4,16,3,12,21,84,1,2
9,17,The Road To SpringOne,20,30,17,68,15,60,2,8,4,16,0,0,26,104,1,3
9,22,SpringOne Aftermath,48,21,0,0,24,96,0,0,9,36,1,4,14,56,1,2
9,23,The Road to Codd M1,112,18,7,28,34,136,1,4,16,64,5,20,19,76,1,4
9,27,Codd M1,-16,49,20,80,40,160,6,24,6,24,7,28,41,164,1,3
9,30,42 - 2014 Kickoff,20,14,35,140,32,128,2,8,26,104,8,32,31,124,1,5
9,34,43 - Babbage SR3,68,15,22,88,26,104,2,8,5,20,8,32,33,132,1,5
9,37,44 - Codd GA,8,21,9,36,87,348,5,20,18,72,11,44,62,248,1,5
9,40,45 - Dijkstra M1,76,10,0,0,46,184,3,12,12,48,8,32,23,92,1,3
9,42,46 - Codd SR2,20,16,21,84,7,28,5,20,3,12,18,72,2,8,1,3
9,44,47 - Dijkstra RC1,84,11,0,0,27,108,1,4,11,44,9,36,6,24,1,3
9,48,48 - Dijkstra GA,208,14,10,40,23,92,2,8,16,64,8,32,7,28,1,4
9,52,49 - Dijkstra SR1,56,8,16,64,13,52,0,0,18,72,4,16,7,28,1,4
9,53,50 - Evans M1,48,17,19,76,21,84,2,8,38,152,0,0,0,0,1,4
9,55,51 - Dijkstra SR2,12,10,29,116,19,76,2,8,12,48,13,52,21,84,1,4
9,56,52 - Evans RC1,72,11,25,100,9,36,2,8,18,72,12,48,2,8,1,4
9,57,Sprint 32,-5,8,3,8,43,119,45,122,1,5,0,0,0,0,1,11
9,60,Sprint 33,0,20,3,13,10,76,13,89,0,0,0,0,0,0,1,10
9,61,52 - Evans GA,180,16,2,8,11,44,0,0,13,52,0,0,0,0,1,4
9,62,Sprint 34,-24,23,6,24,3,18,3,18,4,19,2,5,0,0,1,6
9,63,53 - Evans SR1,160,25,0,0,14,56,2,8,1,4,8,32,3,12,1,5
9,64,Sprint 35,0,8,1,1,1,5,2,6,0,0,0,0,0,0,1,6
9,65,Sprint 36,-19,10,4,19,1,5,1,5,4,19,0,0,0,0,1,9
9,66,Sprint 37,-42,11,8,35,9,42,9,35,8,42,0,0,0,0,1,11
9,67,Sprint 38,-37,14,13,42,7,21,8,26,12,37,0,0,0,0,1,10
9,68,Sprint 39,-26,15,5,25,8,32,7,31,6,26,0,0,0,0,1,7
9,69,54 - Fowler M1,188,11,14,56,23,92,3,12,5,20,19,76,10,40,1,5
9,70,Sprint 40,-40,14,9,40,10,30,10,30,9,40,0,0,0,0,1,11
9,71,55 - Evans SR2,316,14,15,60,11,44,2,8,5,20,4,16,15,60,1,5
9,72,Sprint 41,-11,23,5,18,23,85,25,92,3,11,0,0,0,0,1,11
9,73,Sprint 42,-10,7,2,10,4,19,4,19,2,10,0,0,0,0,1,8
9,74,Sprint 43,0,9,0,0,1,5,1,5,0,0,0,0,0,0,1,4
9,76,56 - Fowler RC1,88,15,24,96,26,104,7,28,25,100,6,24,12,48,1,4
9,77,Sprint 44,-21,11,3,18,8,27,6,24,5,21,0,0,0,0,1,10
9,78,Sprint 45,-16,11,2,16,4,14,4,14,2,16,0,0,0,0,1,11
9,79,Sprint 46,-10,11,2,11,10,29,10,30,2,10,0,0,0,0,1,10
9,80,Sprint 47,-29,18,5,26,10,40,8,37,7,29,0,0,0,0,1,11
9,81,56 - Fowler GA,32,14,25,100,8,32,4,16,13,52,7,28,9,36,1,4
9,82,Sprint 48,-24,11,3,18,14,36,12,30,5,24,0,0,0,0,1,12
9,83,Sprint 49,-24,11,6,27,16,46,17,49,5,24,0,0,0,0,1,11
9,84,57 - Fowler Aftermath,168,17,33,132,15,60,2,8,17,68,14,56,15,60,1,5
9,85,Sprint 50,-20,13,4,17,19,48,16,45,7,20,0,0,0,0,1,12
9,86,Sprint 51,-21,13,4,15,5,10,2,4,7,21,0,0,0,0,1,12
9,87,Sprint 52,-19,14,4,27,1,2,2,10,3,19,0,0,0,0,1,9
9,88,Sprint 53,-6,12,1,3,9,26,8,23,2,6,0,0,0,0,1,13
9,89,58 - Gosling M1,-52,14,40,160,11,44,1,4,37,148,7,28,6,24,1,4
9,90,Sprint 54,-4,13,2,4,2,13,2,13,2,4,0,0,0,0,1,7
9,91,59 - Evans / Fowler SR,60,14,41,164,14,56,5,20,30,120,10,40,10,40,1,6
9,93,Gosling RC1,92,14,40,160,6,24,0,0,31,124,1,4,14,56,1,4
10,7,Sprint 1,-7,14,4,17,0,0,0,0,2,7,0,0,2,10,1,1
10,26,Sprint 2,-13,14,1,13,0,0,0,0,1,13,0,0,0,0,1,1
10,33,Sprint 3,0,7,3,9,0,0,0,0,2,6,1,3,0,0,1,3
10,36,Sprint 4,-8,10,6,26,3,7,0,0,1,8,1,3,7,22,1,3
10,38,Sprint 5,4,6,8,35,2,16,1,8,2,10,1,8,6,25,1,3
10,40,45 - Dijkstra M1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10,44,47 - Dijkstra RC1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10,48,48 - Dijkstra GA,6,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10,52,49 - Dijkstra SR1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10,53,50 - Evans M1,0,17,0,0,1,1,0,0,0,0,0,0,1,1,1,1
10,55,51 - Dijkstra SR2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10,56,52 - Evans RC1,2,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10,61,52 - Evans GA,6,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10,63,53 - Evans SR1,2,25,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10,69,54 - Fowler M1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10,71,55 - Evans SR2,21,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10,76,56 - Fowler RC1,3,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10,81,56 - Fowler GA,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10,84,57 - Fowler Aftermath,9,17,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10,89,58 - Gosling M1,1,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10,91,59 - Evans / Fowler SR,6,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10,93,Gosling RC1,5,14,0,0,0,0,0,0,0,0,0,0,0,0,1,1
15,1,Sprint 1,3,14,2,4,13,27,6,16,6,11,3,4,0,0,1,5
15,3,Sprint 2,0,4,10,31,8,14,8,33,10,12,0,0,0,0,1,4
15,4,Sprint 3,0,5,17,86,2,4,4,18,1,7,6,38,8,27,1,8
15,5,Sprint 4,9,4,21,55,4,6,7,17,10,26,3,7,5,11,1,5
15,6,Sprint 5,-36,6,25,63,9,33,1,1,3,14,7,26,23,55,1,10
15,8,Sprint 6,33,9,20,77,23,52,1,5,1,12,3,16,38,96,1,10
15,9,Sprint 7,1,3,10,24,5,29,3,11,2,0,4,26,6,16,1,5
15,10,Sprint 8,-20,3,18,91,7,21,1,4,0,0,13,73,11,34,1,8
15,11,Sprint 9,-33,4,30,88,108,430,102,436,14,22,8,18,14,42,1,11
15,13,Sprint 10,-13,4,30,59,8,17,1,1,14,23,9,20,14,32,1,9
15,15,Sprint 11,4,3,11,31,24,66,6,30,4,-4,11,44,14,27,1,10
15,16,Sprint 12,177,9,34,112,9,30,10,30,5,24,10,32,18,56,1,10
15,18,Sprint 13,4,8,7,23,13,38,4,16,16,45,0,0,0,0,1,9
15,19,Sprint 14,16,9,24,123,5,16,5,24,4,40,12,51,8,24,1,7
15,20,Sprint 15,27,7,14,72,9,33,4,22,1,10,13,65,5,8,1,6
15,21,Sprint 16,38,22,19,88,14,41,3,27,0,0,12,69,18,45,1,8
15,24,Sprint 17,-26,7,16,121,1,3,0,0,13,107,3,9,1,8,1,6
15,25,Sprint 18,65,20,24,159,16,55,8,63,32,151,0,0,0,0,1,10
15,28,Sprint 19,6,21,43,186,28,132,14,102,7,-10,16,118,34,108,1,11
15,29,Sprint 20,41,28,7,37,23,54,4,13,1,3,9,25,16,54,1,10
15,31,Sprint 21,196,27,4,16,23,93,2,8,25,101,0,0,0,0,1,8
15,35,Sprint 22,57,20,15,68,19,69,6,24,28,113,0,0,0,0,1,7
15,39,Sprint 23,5,14,12,57,15,79,5,32,8,20,6,41,8,43,1,6
15,41,Sprint 24,53,16,16,92,23,96,4,14,35,174,0,0,0,0,1,11
15,43,Sprint 25,126,12,15,63,17,44,6,22,26,85,0,0,0,0,1,11
15,45,Sprint 26,-67,13,18,104,43,171,17,125,17,86,11,31,16,33,1,12
15,47,Sprint 27,73,21,67,336,4,12,17,100,9,69,12,55,33,124,1,15
15,49,Sprint 28,37,9,19,85,6,11,6,25,4,33,8,19,7,19,1,10
15,50,Sprint 29,-6,8,19,70,3,13,0,0,12,39,5,24,5,20,1,8
15,51,Sprint 30,22,19,12,65,35,156,0,0,8,47,10,62,29,112,1,14
15,54,Sprint 31,90,17,26,105,10,21,4,12,32,114,0,0,0,0,1,13
15,57,Sprint 32,29,8,40,110,12,28,3,16,49,122,0,0,0,0,1,11
15,60,Sprint 33,0,20,13,89,2,5,6,30,1,8,7,63,1,2,1,10
15,62,Sprint 34,-14,23,15,70,0,0,1,8,12,57,2,5,0,0,1,6
15,64,Sprint 35,-5,8,11,27,1,5,0,0,12,32,0,0,0,0,1,6
15,65,Sprint 36,-22,10,29,119,1,5,2,13,14,59,8,23,6,29,1,10
15,66,Sprint 37,1,11,34,131,3,17,4,17,10,45,9,52,14,34,1,11
15,67,Sprint 38,25,14,36,185,11,29,3,15,12,84,12,55,20,60,1,10
15,68,Sprint 39,-16,15,27,125,4,10,8,35,11,55,6,25,6,20,1,7
15,70,Sprint 40,17,14,33,144,8,25,6,34,12,37,13,64,10,34,1,11
15,72,Sprint 41,54,23,28,108,18,67,14,57,32,118,0,0,0,0,1,11
15,73,Sprint 42,25,7,21,64,4,19,6,23,3,16,8,28,8,16,1,8
15,74,Sprint 43,-35,9,12,63,0,0,5,14,6,46,1,3,0,0,1,5
15,77,Sprint 44,53,11,19,80,7,24,6,29,20,75,0,0,0,0,1,12
15,78,Sprint 45,18,11,15,87,6,18,7,33,0,0,8,46,6,22,1,12
15,79,Sprint 46,3,11,19,98,10,33,9,56,20,75,0,0,0,0,1,12
