boardid,sprintid,name,vel_diff,planday,no_issue_starttime,vel_starttime,no_issue_added,vel_added,no_issue_removed,vel_removed,no_issuetodo,vel_todo,no_issueinprogress,vel_inprogress,no_issuedone,vel_done,no_admin,no_teammember
5,7,Sprint 1,-7,14,4,17,0,0,0,0,2,7,0,0,2,10,1,1
5,12,Babbage - RC1 - Stage One,4,10,1,4,15,60,8,32,8,32,0,0,0,0,1,2
5,14,Babbage - RC1 - Stage Two,-20,21,5,20,33,132,0,0,5,20,2,8,31,124,1,2
5,17,The Road To SpringOne,0,30,23,92,14,56,2,8,4,16,1,4,30,120,1,3
5,22,SpringOne Aftermath,-8,21,0,0,38,152,0,0,3,12,6,24,29,116,1,2
5,23,The Road to Codd M1,68,18,13,52,38,152,0,0,21,84,5,20,25,100,1,4
5,26,Sprint 2,-13,14,1,13,0,0,0,0,0,0,0,0,1,13,1,1
5,27,Codd M1,-40,49,26,104,40,160,6,24,8,32,7,28,45,180,1,3
5,30,42 - 2014 Kickoff,-40,14,45,180,36,144,1,4,23,92,6,24,51,204,1,5
5,33,Sprint 3,0,7,3,9,0,0,0,0,2,6,1,3,0,0,1,3
5,34,43 - Babbage SR3,40,15,30,120,26,104,3,12,2,8,4,16,47,188,1,5
5,36,Sprint 4,-8,10,6,26,3,7,0,0,1,8,0,0,8,25,1,3
5,37,44 - Codd GA,-80,21,11,44,103,412,1,4,11,44,14,56,88,352,1,5
5,38,Sprint 5,-4,6,8,35,3,24,1,8,2,10,2,16,6,25,1,3
5,40,45 - Dijkstra M1,33,10,0,0,57,228,1,4,12,48,19,76,25,100,1,3
5,42,46 - Codd SR2,-56,16,33,132,9,36,0,0,13,52,10,40,19,76,1,3
5,44,47 - Dijkstra RC1,37,11,0,0,39,156,0,0,21,84,8,32,10,40,1,3
5,48,48 - Dijkstra GA,182,14,19,76,24,96,1,4,22,88,10,40,10,40,1,4
5,52,49 - Dijkstra SR1,-23,8,35,140,17,68,2,8,21,84,5,20,24,96,1,4
5,53,50 - Evans M1,0,17,31,124,21,81,0,0,52,205,0,0,0,0,1,4
5,55,51 - Dijkstra SR2,-35,10,40,160,19,76,0,0,16,64,9,36,34,136,1,4
5,56,52 - Evans RC1,38,11,34,136,10,40,1,4,20,80,9,36,14,56,1,4
5,61,52 - Evans GA,174,16,3,12,18,71,1,3,20,80,0,0,0,0,1,5
5,63,53 - Evans SR1,142,25,0,0,19,76,0,0,5,20,9,36,5,20,1,5
5,69,54 - Fowler M1,141,11,28,112,19,76,0,0,6,24,24,96,17,68,1,5
5,71,55 - Evans SR2,305,14,27,108,8,32,0,0,13,52,4,16,18,72,1,5
5,76,56 - Fowler RC1,39,15,42,168,16,64,1,4,33,132,4,16,20,80,1,4
5,81,56 - Fowler GA,-19,14,40,160,6,24,3,12,18,72,8,32,17,68,1,4
5,84,57 - Fowler Aftermath,85,17,50,200,19,76,0,0,21,87,16,64,32,125,1,5
5,89,58 - Gosling M1,-147,14,70,280,5,20,0,0,34,139,4,16,37,145,1,5
5,91,59 - Evans / Fowler SR,-42,14,65,260,18,72,1,4,43,173,12,48,27,107,1,6
5,93,Gosling RC1,-11,14,70,280,7,28,0,0,55,220,4,16,18,72,1,4
6,1,Sprint 1,3,14,2,4,13,27,6,16,5,7,3,6,1,1,1,5
6,3,Sprint 2,0,4,10,31,8,14,8,33,10,12,0,0,0,0,1,4
6,4,Sprint 3,0,5,17,86,2,4,4,18,1,7,6,38,8,27,1,8
6,5,Sprint 4,-5,4,21,55,17,24,10,21,4,12,5,15,19,31,1,8
6,6,Sprint 5,-36,6,25,63,9,33,1,1,3,14,6,21,24,60,1,10
6,8,Sprint 6,16,9,20,77,33,69,1,5,52,141,0,0,0,0,1,10
6,9,Sprint 7,0,3,10,24,7,34,4,15,13,43,0,0,0,0,1,8
6,10,Sprint 8,-20,3,18,91,7,21,1,4,24,108,0,0,0,0,1,9
6,11,Sprint 9,-34,4,30,88,109,431,102,436,6,3,12,32,19,48,1,11
6,13,Sprint 10,-17,4,30,59,10,21,1,1,5,9,7,18,27,52,1,10
6,15,Sprint 11,1,3,11,31,26,69,6,30,31,70,0,0,0,0,1,10
6,16,Sprint 12,137,9,34,112,32,74,12,34,4,9,11,28,39,115,1,11
6,18,Sprint 13,0,8,7,23,15,42,4,16,18,49,0,0,0,0,1,9
6,19,Sprint 14,4,9,24,123,10,28,5,24,29,127,0,0,0,0,1,9
6,20,Sprint 15,16,7,14,72,14,52,5,30,1,7,8,41,14,46,1,6
6,21,Sprint 16,13,22,19,88,20,70,4,31,35,127,0,0,0,0,1,10
6,24,Sprint 17,-26,7,16,121,1,3,0,0,9,71,7,45,1,8,1,6
6,25,Sprint 18,5,20,24,159,29,138,11,86,42,211,0,0,0,0,1,10
6,28,Sprint 19,-29,21,43,186,39,167,14,102,7,9,10,68,51,174,1,12
6,29,Sprint 20,28,28,7,37,29,67,4,13,32,91,0,0,0,0,1,10
6,31,Sprint 21,144,27,4,16,38,163,6,26,36,153,0,0,0,0,1,8
6,35,Sprint 22,8,20,15,68,35,154,13,60,37,162,0,0,0,0,1,8
6,39,Sprint 23,1,14,12,57,17,91,7,40,22,108,0,0,0,0,1,8
6,41,Sprint 24,50,16,16,92,24,99,4,14,36,177,0,0,0,0,1,11
6,43,Sprint 25,70,12,15,63,38,100,6,22,47,141,0,0,0,0,1,13
6,45,Sprint 26,-70,13,18,104,47,176,18,127,15,68,9,38,23,47,1,12
6,47,Sprint 27,11,21,67,336,20,74,17,100,70,310,0,0,0,0,1,15
6,49,Sprint 28,28,9,19,85,11,24,8,29,22,80,0,0,0,0,1,10
6,50,Sprint 29,2,8,19,70,7,25,5,20,1,1,4,16,16,58,1,9
6,51,Sprint 30,-2,19,12,65,45,190,1,10,56,245,0,0,0,0,1,15
6,54,Sprint 31,59,17,26,105,21,52,4,12,43,145,0,0,0,0,1,13
6,57,Sprint 32,17,8,40,110,19,40,3,16,56,134,0,0,0,0,1,11
6,60,Sprint 33,0,20,13,89,2,5,6,30,9,64,0,0,0,0,1,10
6,62,Sprint 34,-14,23,15,70,0,0,1,8,9,36,4,18,1,8,1,7
6,64,Sprint 35,-2,8,11,27,2,6,1,4,12,29,0,0,0,0,1,6
6,65,Sprint 36,-18,10,29,119,4,9,3,21,8,31,12,35,10,41,1,10
6,66,Sprint 37,3,11,34,131,6,21,6,23,4,16,5,32,25,81,1,12
6,67,Sprint 38,16,14,36,185,19,52,7,29,7,57,4,21,37,130,1,12
6,68,Sprint 39,-10,15,27,125,6,12,9,43,5,16,10,51,9,27,1,9
6,70,Sprint 40,34,14,33,144,10,31,12,57,31,118,0,0,0,0,1,11
6,72,Sprint 41,43,23,28,108,28,90,17,69,39,129,0,0,0,0,1,12
6,73,Sprint 42,25,7,21,64,8,29,9,33,20,60,0,0,0,0,1,9
6,74,Sprint 43,-43,9,12,63,7,18,8,24,0,0,10,51,1,3,1,7
6,77,Sprint 44,39,11,24,112,8,32,11,55,21,89,0,0,0,0,1,13
6,78,Sprint 45,-9,11,20,114,10,28,9,43,21,99,0,0,0,0,1,13
6,79,Sprint 46,7,11,23,107,10,33,11,69,22,71,0,0,0,0,1,13
6,80,Sprint 47,34,18,20,88,12,40,11,41,21,87,0,0,0,0,1,13
6,82,Sprint 48,-43,11,29,136,18,52,16,65,31,123,0,0,0,0,1,12
6,83,Sprint 49,34,11,31,119,21,59,7,28,45,150,0,0,0,0,1,14
6,85,Sprint 50,6,13,22,94,27,57,10,43,39,108,0,0,0,0,1,13
6,86,Sprint 51,-34,13,27,95,8,15,3,6,2,14,9,32,21,58,1,13
6,87,Sprint 52,12,14,14,84,3,6,6,37,11,53,0,0,0,0,1,10
6,88,Sprint 53,26,12,20,88,9,19,6,31,23,76,0,0,0,0,1,14
6,90,Sprint 54,48,13,16,62,4,20,12,56,8,26,0,0,0,0,1,10
9,12,Babbage - RC1 - Stage One,4,10,1,4,15,60,8,32,8,32,0,0,0,0,1,2
9,14,Babbage - RC1 - Stage Two,-12,21,2,8,35,140,1,4,3,12,2,8,31,124,1,2
9,17,The Road To SpringOne,0,30,17,68,20,80,2,8,4,16,1,4,30,120,1,3
9,22,SpringOne Aftermath,-4,21,0,0,38,152,1,4,2,8,6,24,29,116,1,2
